#HD 75784 Mass 1.41(0.08) Jitter 4.3
#JD	RV	sigma_RV	S_HK

13014.9237	-34.09	1.44
13015.9202	-38.90	1.41
13016.9263	-29.04	1.44
13071.8866	-49.56	1.59
13369.0450	-35.73	1.01
13369.9123	-40.75	1.06
13397.9009	-48.22	0.82
13398.8612	-51.00	0.92
14428.0495	9.88	0.90
14429.0012	8.81	0.91
14839.0403	20.02	1.11
14867.8771	18.26	1.16
15164.0797	36.49	1.04
15198.9817	22.88	0.98
15231.9936	21.20	1.00
15260.7745	22.45	0.99
15501.0661	22.23	1.05
15522.0041	13.04	1.01
15606.0111	-5.78	1.02
15613.0127	-9.88	1.01
15633.8478	9.72	0.98
15663.8356	16.54	0.93
15668.8324	12.99	1.03
15670.7782	19.29	0.91
15672.8363	17.69	0.95
15697.7436	27.37	0.99
15723.7403	36.56	1.07
15842.1218	2.62	1.06
15843.0915	4.20	1.13
15879.0679	-12.94	0.95
15902.0401	-16.28	0.90
15902.9937	-13.46	1.03
15945.0258	-15.73	1.08
15973.0361	-5.31	1.08
16027.8576	18.07	0.98
16193.1420	-16.85	0.94
16203.1417	-28.03	0.99
16318.8825	-24.60	0.88
16638.0095	-39.22	1.04
16674.8593	-33.82	1.33
16708.9338	-24.55	1.10
