# HD 99492 Mass 0.830(0) Jitter 0
2450462.11396	-2.69	1.53
2450546.98786	-3.53	1.4
2450837.93254	-2.73	1.61
2450862.89899	-4.77	1.53
2450955.87664	-7.12	1.17
2451172.1016	-4.19	1.58
2451228.0359	-6.87	1.51
2451311.81632	3.19	1.63
2451544.17265	-6.3	1.26
2451582.97494	0.36	1.34
2451704.80591	-1.52	1.59
2451898.154	-14.53	1.41
2451973.05309	3.57	1.39
2452095.75205	-0.72	1.55
2452097.75372	-7.3	1.54
2452333.13941	6.17	1.66
2452334.07988	0.61	1.62
2452334.96832	1.14	1.61
2452364.06813	3.69	1.46
2452445.76826	-6.59	1.5
2452654.0096	4.54	1.67
2452681.12348	-9.66	1.51
2452711.85884	-1.68	1.39
2452804.76559	-7.29	1.45
2452805.8763	3.86	1.57
2452806.76363	-0.48	1.35
2452989.17142	-15.66	1.64
2453015.11944	11.96	1.56
2453016.13436	5.88	1.5
2453017.12192	7.31	1.41
2453044.12757	-1.02	1.55
2453045.99907	4.97	1.52
2453071.87076	-5.62	1.53
2453073.94075	-7.03	1.58
2453076.98361	-3.12	1.41
2453153.80305	-0.31	0.89
2453179.82276	-0.03	1.06
2453180.78204	5.57	1.8
2453181.80817	0.71	1.36
2453195.77591	-7.72	1.43
2453196.79478	-5.31	1.51
2453339.15773	9.3	1.26
2453340.15072	6.8	1.28
2453369.11509	8.47	1.26
2453425.00201	4.05	1.0
2453480.76059	-0.25	0.98
2453725.10316	-6.26	0.98
2453747.14046	11.49	0.99
2453748.0976	12.66	0.98
2453753.04179	1.88	0.96
2453754.0228	-1.14	0.95
2453775.98198	2.42	0.92
2453776.97807	3.22	1.0
2453777.95185	3.62	0.93
2453779.97246	8.14	1.0
2453806.91773	-7.59	0.84
2453926.7653	-6.6	0.99
2453927.76308	-10.19	0.91
2454084.15599	4.66	0.98
2454139.06385	8.8	0.84
2454216.8981	-6.66	1.0
2454246.79992	6.65	0.89
2454248.81168	2.16	1.29
2454250.80061	3.01	1.34
2454251.80481	3.16	1.32
2454255.7664	6.48	0.92
2454277.74307	12.15	1.36
2454278.74994	12.32	1.25
2454279.74851	6.6	1.14
2454285.75191	-1.6	1.31
2454294.75867	3.23	1.4
2454300.73897	-2.27	1.4
2454455.10979	-3.71	1.11
2454456.13033	-3.17	0.98
2454491.02322	-6.58	1.49
2454493.13458	-8.76	1.79
2454544.98228	0.49	1.38
2454546.96314	7.27	1.57
2454547.87194	7.57	1.44
2454548.84741	9.09	1.55
2454635.75444	8.21	1.42
2454638.75095	0.97	1.36
2454807.16486	5.42	1.52
2454967.94807	-8.07	0.83
2454968.85616	-5.86	1.12
2455021.77551	-2.15	1.07
2455023.7545	0.96	1.72
2455168.15594	-7.26	1.05
2455201.10539	4.13	0.83
2455203.03619	-4.21	0.8
2455258.06783	-10.97	0.85
2455339.89304	-1.83	1.48
2455370.78287	6.94	0.89
