56451.837847	-33.14602	 0.00063
56451.843229	-33.14632	 0.00063
56451.848982	-33.14683	 0.00060
56468.788532	-33.14197	 0.00058
56468.795974	-33.14337	 0.00054
56468.803788	-33.14185	 0.00061
56468.812527	-33.14091	 0.00069
56468.915151	-33.13132	 0.00055
56468.921506	-33.13095	 0.00054
56468.928081	-33.13115	 0.00054
56468.934297	-33.13122	 0.00054
56468.940455	-33.13174	 0.00054
56468.946913	-33.13186	 0.00054
56506.825106	-33.14533	 0.00073
56506.832630	-33.14595	 0.00075
56508.777192	-33.14608	 0.00059
56508.783291	-33.14568	 0.00061
56508.789449	-33.14713	 0.00060
56508.795561	-33.14782	 0.00058
56508.801718	-33.14931	 0.00057
56508.807934	-33.14940	 0.00056
56508.814208	-33.14896	 0.00055
56508.820238	-33.15031	 0.00055
56508.826396	-33.14946	 0.00055
56508.832554	-33.15088	 0.00055
56508.838711	-33.15083	 0.00056
56508.844881	-33.15061	 0.00055
56508.851039	-33.15211	 0.00054
56508.857254	-33.15236	 0.00056
56508.863296	-33.15294	 0.00054
56508.869269	-33.15325	 0.00055
56508.875774	-33.15419	 0.00057
56508.881538	-33.15422	 0.00056
56508.888159	-33.15385	 0.00058
56508.894073	-33.15474	 0.00056
56540.672871	-33.14491	 0.00058
56540.680267	-33.14384	 0.00058
56540.687593	-33.14276	 0.00061
56540.694202	-33.14264	 0.00064
56544.594684	-33.16833	 0.00066
56544.601999	-33.16924	 0.00061
56544.609245	-33.16878	 0.00058
56544.616571	-33.16795	 0.00057
56544.623828	-33.16849	 0.00058
56544.631004	-33.16662	 0.00060
56544.638389	-33.16642	 0.00060
56544.645704	-33.16518	 0.00064
56544.653366	-33.16411	 0.00068
56544.660553	-33.16420	 0.00072
56544.667382	-33.16228	 0.00084
56544.675206	-33.16323	 0.00071
56544.682949	-33.16300	 0.00066
56565.529187	-33.18510	 0.00063
56565.532994	-33.18504	 0.00062
56565.536802	-33.18601	 0.00067
56565.541721	-33.18458	 0.00062
56565.547323	-33.18429	 0.00059
56565.552901	-33.18484	 0.00057
56565.558526	-33.18368	 0.00059
56565.564163	-33.18351	 0.00056
56565.569579	-33.18381	 0.00055
56565.575378	-33.18331	 0.00055
56565.580794	-33.18202	 0.00054
56565.586338	-33.18266	 0.00054
56565.591917	-33.18123	 0.00055
56565.597588	-33.18164	 0.00053
56565.603120	-33.18133	 0.00053
56565.608699	-33.18021	 0.00054
56565.614289	-33.18074	 0.00053
56565.619867	-33.18111	 0.00053
56565.625504	-33.18063	 0.00053
56565.631025	-33.17953	 0.00053
56565.636603	-33.18020	 0.00052
56565.642228	-33.17884	 0.00053
56565.647703	-33.17814	 0.00053
56565.653339	-33.17811	 0.00052
56565.658709	-33.17867	 0.00053
56565.664496	-33.17714	 0.00053
56565.670133	-33.17635	 0.00053
56565.675815	-33.17567	 0.00052
56565.681174	-33.17524	 0.00053
56565.686753	-33.17505	 0.00052
56565.692389	-33.17495	 0.00052
56565.697968	-33.17421	 0.00051
56565.703558	-33.17392	 0.00052
56565.709136	-33.17414	 0.00052
56565.714669	-33.17259	 0.00052
56565.720398	-33.17131	 0.00052
56565.725826	-33.17125	 0.00051
56565.731509	-33.17138	 0.00052
